importance_level,latency_sensitivity,energy_required_kwh,deadline_hours,cost_sensitivity,data_size_gb,num_vcpus,memory_gb,carbon_budget_strict,current_carbon_intensity,current_latency_ms,current_spot_cost,current_renewable_share,jt_batch_ml_training,jt_ci_cd_build,jt_data_archival,jt_etl_pipeline,jt_fraud_detection,jt_real_time_inference,jt_scientific_compute,jt_video_transcoding,jt_web_serving,cur_region_enc,urgency,green_pressure,carbon_load,cost_pressure,lat_x_imp,deadline_urg,energy_per_vcpu,renew_x_green,perf_vs_green,imp_sq,cost_x_imp,dl_lat,label,recommended_region
3,0.8692,29.34,3,0.2753,34.18,8,16,0,132.0,39.8,0.0534,0.744,0,1,0,0,0,0,0,0,0,1.0,2.1640410003078356,0.05086666666666668,3.8728800000000003,2.2024,2.6075999999999997,0.97,3.6674995415625578,0.744,-2.173,9,0.8259,2.6075999999999997,5,us-east-1
5,0.3649,174.26,17,0.1357,38.83,2,16,0,510.0,39.5,0.0554,0.222,0,0,0,0,0,0,0,1,0,5.0,1.7298806828083255,0.17641666666666667,88.87259999999999,0.2714,1.8245,0.83,87.12995643502177,0.222,-0.18245,25,0.6784999999999999,6.2033000000000005,4,sa-east-1
2,0.4806,81.34,241,0.2935,47.05,2,8,0,408.8,21.7,0.0418,0.39,0,0,1,0,0,0,0,0,0,4.0,0.36436916128600777,0.23084444444444444,33.251792,0.587,0.9612,0.0,40.66997966501017,0.39,-1.6821000000000002,4,0.587,115.8246,5,us-east-1
3,0.2253,281.66,3,0.2371,74.39,2,16,0,412.0,31.3,0.054,0.22,0,0,0,0,0,0,0,1,0,5.0,2.1640410003078356,0.30127222222222216,116.04392000000001,0.4742,0.6759,0.97,140.82992958503522,0.22,-0.56325,9,0.7113,0.6759,5,us-east-1
8,0.8956,11.74,1,0.3495,7.43,4,32,0,464.5,36.4,0.0666,0.234,0,0,0,0,1,0,0,0,0,5.0,11.541543676183881,0.011600000000000006,5.4532300000000005,1.398,7.1648,0.99,2.9349992662501836,0.234,2.239,64,2.796,0.8956,1,ap-southeast-1
3,0.2926,544.98,169,0.3882,4.95,4,32,0,110.3,53.1,0.0523,0.739,0,0,0,0,0,0,1,0,0,1.0,0.584134960247405,0.2751,60.111294,1.5528,0.8778000000000001,0.0,136.24496593875853,0.739,-0.7315,9,1.1646,49.449400000000004,6,us-west-2
9,0.4122,13.5,1,0.8878,21.83,2,4,0,454.8,16.3,0.0464,0.383,0,0,0,0,1,0,0,0,0,4.0,12.984236635706866,0.032655555555555556,6.1398,1.7756,3.7098,0.99,6.749996625001687,0.383,1.4427,81,7.990200000000001,0.4122,5,us-east-1
10,0.2185,9.47,3,0.8294,12.11,16,128,1,607.3,65.0,0.0381,0.166,0,0,0,0,0,0,0,0,1,6.0,7.213470001026119,0.0,5.751131,13.2704,2.185,0.97,0.5918749630078148,0.332,0.98325,100,8.294,0.6555,5,us-east-1
8,0.476,39.84,5,0.4995,96.66,64,512,0,411.4,32.8,0.0566,0.234,0,1,0,0,0,0,0,0,0,5.0,4.464882520511598,0.058222222222222224,16.390176,31.968,3.808,0.95,0.6224999902734377,0.234,1.19,64,3.996,2.38,5,us-east-1
9,0.3266,27.0,1,0.419,9.75,64,512,0,364.9,32.6,0.0525,0.218,0,0,0,0,0,1,0,0,0,5.0,12.984236635706866,0.03741111111111111,9.8523,26.816,2.9394,0.99,0.4218749934082032,0.218,1.1431,81,3.771,0.3266,5,us-east-1
9,0.2317,9.4,1,0.4965,14.16,64,256,1,381.0,38.5,0.0546,0.205,0,0,0,0,0,0,0,0,1,5.0,12.984236635706866,0.08536666666666666,3.5814,31.776,2.0852999999999997,0.99,0.14687499770507817,0.41,0.81095,81,4.4685,0.2317,5,us-east-1
4,0.3061,554.58,42,0.5768,34.85,32,128,1,117.2,37.1,0.0508,0.766,1,0,0,0,0,0,0,0,0,1.0,1.063490059946556,0.4625999999999999,64.99677600000001,18.4576,1.2244,0.5800000000000001,17.33062445841799,1.532,-0.45914999999999995,16,2.3072,12.8562,3,eu-north-1
10,0.3383,24.4,2,0.1303,22.98,64,128,0,555.1,42.9,0.0398,0.185,0,0,0,0,0,1,0,0,0,6.0,9.102383980921418,0.0,13.54444,8.3392,3.383,0.98,0.38124999404296883,0.185,1.5223499999999999,100,1.303,0.6766,5,us-east-1
3,0.6404,85.93,20,0.5541,110.82,32,64,0,408.7,26.1,0.0443,0.341,0,0,0,0,0,0,0,1,0,4.0,0.9853758926038303,0.13984444444444447,35.119591,17.7312,1.9211999999999998,0.8,2.6853124160839874,0.341,-1.601,9,1.6623,12.808,4,sa-east-1
8,0.0426,23.44,3,0.5741,93.38,2,16,1,44.3,67.9,0.0613,0.934,0,0,0,0,0,1,0,0,0,0.0,5.770776000820895,0.21275555555555556,1.038392,1.1482,0.3408,0.97,11.71999414000293,1.868,0.1065,64,4.5928,0.1278,5,us-east-1
7,0.426,23.7,1,0.5931,62.26,4,8,0,498.3,51.7,0.0368,0.191,0,0,0,0,0,1,0,0,0,6.0,10.098850716660897,0.09566666666666668,11.809709999999999,2.3724,2.9819999999999998,0.99,5.92499851875037,0.191,0.639,49,4.1517,0.426,5,us-east-1
4,0.3931,26.48,9,0.7563,84.89,32,256,0,260.6,65.3,0.0551,0.53,0,1,0,0,0,0,0,0,0,3.0,1.7371771731665466,0.2023,6.900688000000001,24.2016,1.5724,0.91,0.8274999741406259,0.53,-0.58965,16,3.0252,3.5379,0,ap-south-1
3,0.3027,619.42,164,0.1128,29.14,4,16,0,580.4,56.5,0.0369,0.194,0,0,0,0,0,0,1,0,0,6.0,0.5875502250826012,0.2711722222222222,359.51136799999995,0.4512,0.9081000000000001,0.0,154.85496128625965,0.194,-0.75675,9,0.3384,49.6428,6,us-west-2
6,0.2864,51.42,4,0.3775,27.41,16,32,0,186.0,70.0,0.0722,0.684,0,0,0,0,0,0,0,1,0,2.0,3.728007291016505,0.1585777777777778,9.56412,6.04,1.7184,0.96,3.2137497991406376,0.684,0.1432,36,2.265,1.1456,4,sa-east-1
6,0.3368,81.38,12,0.3973,4.97,8,16,0,328.3,26.8,0.0443,0.379,0,0,0,1,0,0,0,0,0,4.0,2.3392265595105086,0.14737777777777777,26.717054,3.1784,2.0208,0.88,10.17249872843766,0.379,0.1684,36,2.3838,4.0416,3,eu-north-1
3,0.0942,567.39,68,0.5663,58.19,4,8,0,458.8,33.7,0.0614,0.21,1,0,0,0,0,0,0,0,0,5.0,0.7085318444897053,0.35225555555555554,260.318532,2.2652,0.2826,0.31999999999999995,141.84746453813386,0.21,-0.23550000000000001,9,1.6989,6.405600000000001,6,us-west-2
8,0.4805,6.76,1,0.3248,127.8,2,4,0,109.8,34.5,0.0459,0.752,0,0,0,0,1,0,0,0,0,1.0,11.541543676183881,0.05772222222222223,0.7422479999999999,0.6496,3.844,0.99,3.3799983100008446,0.752,1.20125,64,2.5984,0.4805,5,us-east-1
5,0.4302,151.87,11,0.3016,7.84,2,8,1,157.0,93.6,0.0704,0.623,0,0,0,1,0,0,0,0,0,2.0,2.012147212161617,0.31655555555555553,23.84359,0.6032,2.1510000000000002,0.89,75.93496203251898,1.246,-0.2151,25,1.508,4.732200000000001,3,eu-north-1
9,0.4857,2.74,1,0.2565,67.24,2,16,0,383.5,27.8,0.0543,0.236,0,0,0,0,1,0,0,0,0,5.0,12.984236635706866,0.02857222222222222,1.0507900000000001,0.513,4.3713,0.99,1.3699993150003424,0.236,1.69995,81,2.3085,0.4857,5,us-east-1
2,0.6985,58.44,101,0.0891,78.62,2,8,0,399.7,21.3,0.0382,0.362,0,0,1,0,0,0,0,0,0,4.0,0.4324348808755237,0.134,23.358468,0.1782,1.397,0.0,29.219985390007302,0.362,-2.44475,4,0.1782,70.5485,3,eu-north-1
2,0.256,307.76,31,0.5255,27.98,2,8,1,492.5,71.0,0.0296,0.164,0,0,0,0,0,0,1,0,0,6.0,0.5770778498461149,0.6613333333333333,151.5718,1.051,0.512,0.69,153.87992306003846,0.328,-0.896,4,1.051,7.936,3,eu-north-1
7,0.6509,11.23,3,0.2786,49.57,64,512,0,368.0,23.7,0.0366,0.349,0,1,0,0,0,0,0,0,0,4.0,5.049429000718283,0.05818333333333333,4.13264,17.8304,4.5563,0.97,0.17546874725830083,0.349,0.97635,49,1.9502000000000002,1.9527,1,ap-southeast-1
10,0.0427,18.75,3,0.2267,57.8,8,64,0,430.3,15.1,0.0369,0.405,0,0,0,0,0,0,0,0,1,4.0,7.213470001026119,0.0,8.068125,1.8136,0.42700000000000005,0.97,2.3437497070312867,0.405,0.19215000000000002,100,2.2670000000000003,0.1281,5,us-east-1
1,0.3402,222.19,77,0.3211,8.23,32,64,0,453.2,33.1,0.0598,0.235,1,0,0,0,0,0,0,0,0,5.0,0.22953100843988072,0.32989999999999997,100.69650800000001,10.2752,0.3402,0.22999999999999998,6.943437283017586,0.235,-1.5309,1,0.3211,26.1954,3,eu-north-1
4,0.4995,267.77,98,0.2872,36.0,8,64,1,120.6,54.4,0.0423,0.653,0,0,0,0,0,0,1,0,0,1.0,0.870488531304425,0.3336666666666666,32.293062,2.2976,1.998,0.020000000000000018,33.471245816094275,1.306,-0.74925,16,1.1488,48.951,3,eu-north-1
9,0.6303,18.57,3,0.5069,25.72,16,64,0,121.1,36.9,0.0446,0.75,0,0,0,0,0,0,0,0,1,1.0,6.492123000923507,0.02053888888888889,2.248827,8.1104,5.6727,0.97,1.160624927460942,0.75,2.20605,81,4.5621,1.8908999999999998,5,us-east-1
4,0.5691,385.67,39,0.5956,104.35,2,16,0,221.8,65.0,0.0503,0.53,1,0,0,0,0,0,0,0,0,3.0,1.0843398287789714,0.14363333333333334,85.54160600000002,1.1912,2.2764,0.61,192.8349035825482,0.53,-0.85365,16,2.3824,22.1949,6,us-west-2
7,0.2136,51.27,7,0.0423,91.1,64,256,1,119.2,36.7,0.0546,0.759,0,1,0,0,0,0,0,0,0,1.0,3.3662868098991523,0.26213333333333333,6.111384000000001,2.7072,1.4952,0.9299999999999999,0.8010937374829105,1.518,0.3204,49,0.2961,1.4952,3,eu-north-1
3,0.2372,196.25,18,0.1648,19.49,2,4,1,530.9,51.6,0.0321,0.168,0,0,0,0,0,0,0,1,0,6.0,1.018869469653543,0.5932888888888889,104.189125,0.3296,0.7116,0.8200000000000001,98.12495093752453,0.336,-0.593,9,0.4944,4.2696,3,eu-north-1
8,0.2981,13.71,1,0.4316,42.26,32,64,0,134.5,91.3,0.0688,0.726,0,1,0,0,0,0,0,0,0,2.0,11.541543676183881,0.07798888888888889,1.843995,13.8112,2.3848,0.99,0.4284374866113286,0.726,0.74525,64,3.4528,0.2981,5,us-east-1
5,0.4331,536.25,51,0.1237,2.2,8,32,0,207.3,83.6,0.0642,0.498,1,0,0,0,0,0,0,0,0,3.0,1.26542402612691,0.1574722222222222,111.164625,0.9896,2.1654999999999998,0.49,67.03124162109481,0.498,-0.21655,25,0.6185,22.0881,2,eu-central-1
6,0.5779,54.06,7,0.4348,94.66,8,16,1,522.2,53.9,0.0375,0.164,0,1,0,0,0,0,0,0,0,6.0,2.8853886941992735,0.18760000000000002,28.230132000000005,3.4784,3.4673999999999996,0.9299999999999999,6.7574991553126065,0.328,0.28895,36,2.6088,4.0453,3,eu-north-1
5,0.6993,81.13,5,0.0162,55.97,8,16,0,183.5,78.6,0.0582,0.55,0,0,0,1,0,0,0,0,0,3.0,2.7905515753197485,0.08352777777777777,14.887355,0.1296,3.4965,0.95,10.141248732343909,0.55,-0.34965,25,0.08099999999999999,3.4965,4,sa-east-1
9,0.5666,5.36,3,0.5765,17.52,64,128,0,117.8,40.8,0.0526,0.709,0,0,0,0,0,1,0,0,0,1.0,6.492123000923507,0.024077777777777778,0.631408,36.896,5.0994,0.97,0.08374999869140629,0.709,1.9830999999999999,81,5.1885,1.6998,1,ap-southeast-1
5,0.3432,12.17,10,0.1717,17.6,64,128,0,428.0,48.2,0.0303,0.164,0,1,0,0,0,0,0,0,0,6.0,2.0851610875415165,0.18244444444444446,5.20876,10.9888,1.716,0.9,0.19015624702880865,0.164,-0.1716,25,0.8584999999999999,3.432,4,sa-east-1
3,0.4948,249.51,10,0.1776,61.71,4,16,0,244.3,82.4,0.052,0.572,0,0,0,0,0,0,0,1,0,3.0,1.2510966525249099,0.19646666666666668,60.955293,0.7104,1.4844,0.9,62.37748440562889,0.572,-1.237,9,0.5328,4.948,2,eu-central-1
2,0.4796,560.56,88,0.7531,91.24,16,64,0,45.8,75.7,0.0579,0.904,1,0,0,0,0,0,0,0,0,0.0,0.44556952038193953,0.23128888888888888,25.673647999999996,12.0496,0.9592,0.12,35.03499781031263,0.904,-1.6786,4,1.5062,42.204800000000006,3,eu-north-1
7,0.8694,42.68,8,0.1313,65.33,16,32,0,34.5,101.4,0.0561,0.862,0,1,0,0,0,0,0,0,0,0.0,3.1858358432575535,0.021766666666666674,1.47246,2.1008,6.0858,0.92,2.6674998332812603,0.862,1.3041,49,0.9191,6.9552,1,ap-southeast-1
4,0.1907,148.77,76,0.6642,30.04,4,32,0,311.8,16.1,0.0351,0.393,1,0,0,0,0,0,0,0,0,4.0,0.9208513482267546,0.2697666666666667,46.386486000000005,2.6568,0.7628,0.24,37.192490701877325,0.393,-0.28605,16,2.6568,14.4932,6,us-west-2
6,0.1451,17.74,2,0.3728,88.78,2,8,1,102.2,43.4,0.0437,0.668,0,0,0,0,0,0,0,0,1,1.0,5.461430388552851,0.37995555555555555,1.8130279999999999,0.7456,0.8706,0.98,8.869995565002217,1.336,0.07255,36,2.2368,0.2902,3,eu-north-1
7,0.0497,20.86,1,0.4342,57.77,16,128,0,98.8,54.1,0.0418,0.707,0,0,0,0,0,0,0,0,1,1.0,10.098850716660897,0.15838333333333335,2.060968,6.9472,0.3479,0.99,1.30374991851563,0.707,0.07455,49,3.0393999999999997,0.0497,5,us-east-1
3,0.5117,159.43,18,0.1832,17.95,2,16,0,354.8,15.7,0.0369,0.379,0,0,0,0,0,0,0,1,0,4.0,1.018869469653543,0.18989444444444445,56.565764,0.3664,1.5351000000000001,0.8200000000000001,79.71496014251993,0.379,-1.2792500000000002,9,0.5496,9.210600000000001,4,sa-east-1
8,0.4521,17.52,3,0.3258,1.59,8,64,1,436.6,22.9,0.0412,0.384,0,0,0,0,0,0,0,0,1,4.0,5.770776000820895,0.12175555555555556,7.649232,2.6064,3.6168,0.97,2.1899997262500346,0.768,1.13025,64,2.6064,1.3563,5,us-east-1
5,0.3185,9.33,1,0.4984,15.51,64,128,0,527.8,56.1,0.0321,0.193,0,0,0,0,0,0,0,0,1,6.0,7.213464797614926,0.18930555555555553,4.924373999999999,31.8976,1.5925,0.99,0.14578124772216802,0.193,-0.15925,25,2.492,0.3185,5,us-east-1
5,0.9438,7.9,3,0.0871,23.64,16,64,0,439.2,24.5,0.0449,0.374,0,0,0,0,0,0,0,0,1,4.0,3.6067350005130594,0.015611111111111119,3.4696800000000003,1.3936,4.718999999999999,0.97,0.4937499691406269,0.374,-0.4719,25,0.4355,2.8314,5,us-east-1
9,0.5156,8.93,3,0.1795,109.68,32,64,1,91.9,50.7,0.0446,0.764,0,0,0,0,0,1,0,0,0,1.0,6.492123000923507,0.05382222222222223,0.820667,5.744,4.6404,0.97,0.27906249127929716,1.528,1.8045999999999998,81,1.6155,1.5467999999999997,5,us-east-1
6,0.7692,95.9,13,0.4175,33.53,64,128,1,152.7,106.9,0.0663,0.665,0,0,0,1,0,0,0,0,0,2.0,2.2735382286433676,0.10257777777777778,14.643930000000001,26.72,4.6152,0.87,1.4984374765869146,1.33,0.3846,36,2.505,9.9996,1,ap-southeast-1
1,0.7005,32.88,158,0.3717,182.31,32,256,0,34.9,89.1,0.054,0.896,0,0,1,0,0,0,0,0,0,0.0,0.19728125899099275,0.14975,1.1475119999999999,11.8944,0.7005,0.0,1.0274999678906263,0.896,-3.15225,1,0.3717,110.679,3,eu-north-1
10,0.1575,21.36,3,0.4134,0.38,2,4,0,221.6,63.8,0.055,0.555,0,0,0,0,0,1,0,0,0,3.0,7.213470001026119,0.0,4.733376,0.8268,1.575,0.97,10.679994660002668,0.555,0.70875,100,4.134,0.47250000000000003,5,us-east-1
5,0.5612,800.54,126,0.3664,43.94,2,8,0,354.3,23.8,0.0506,0.223,0,0,0,0,0,0,1,0,0,5.0,1.0321647117660366,0.12188888888888888,283.631322,0.7328,2.806,0.0,400.2697998651,0.223,-0.2806,25,1.832,70.7112,2,eu-central-1
7,0.5678,13.6,3,0.0715,29.85,8,16,0,139.9,120.7,0.0653,0.686,0,0,0,0,0,0,0,0,1,2.0,5.049429000718283,0.07203333333333334,1.90264,0.572,3.9745999999999997,0.97,1.6999997875000268,0.686,0.8516999999999999,49,0.5005,1.7033999999999998,5,us-east-1
7,0.7325,109.87,5,0.276,62.04,16,128,0,337.2,16.5,0.0404,0.408,0,0,0,1,0,0,0,0,0,4.0,3.9067722054476475,0.04458333333333333,37.048164,4.416,5.1275,0.95,6.86687457082034,0.408,1.0987500000000001,49,1.9320000000000002,3.6625,1,ap-southeast-1
4,0.7504,48.13,300,0.7081,30.78,8,32,0,356.7,24.2,0.0426,0.366,0,0,1,0,0,0,0,0,0,4.0,0.7008799749019802,0.08320000000000001,17.167971,5.6648,3.0016,0.0,6.016249247968845,0.366,-1.1256,16,2.8324,225.11999999999998,6,us-west-2
10,0.2443,21.85,3,0.7259,24.58,8,16,0,436.5,22.2,0.0358,0.362,0,0,0,0,0,1,0,0,0,4.0,7.213470001026119,0.0,9.537525000000002,5.8072,2.443,0.97,2.7312496585937933,0.362,1.09935,100,7.259,0.7329,5,us-east-1
9,0.3571,9.03,1,0.2345,0.54,32,64,0,450.5,66.6,0.0361,0.186,0,0,0,0,1,0,0,0,0,6.0,12.984236635706866,0.03571666666666667,4.068015,7.504,3.2138999999999998,0.99,0.2821874911816409,0.186,1.24985,81,2.1105,0.3571,5,us-east-1
5,0.0909,37.18,4,0.365,23.27,8,32,0,468.5,34.7,0.066,0.204,0,1,0,0,0,0,0,0,0,5.0,3.106672742513754,0.2525277777777778,17.41883,2.92,0.45449999999999996,0.96,4.647499419062573,0.204,-0.04545,25,1.825,0.3636,4,sa-east-1
2,0.7727,175.13,36,0.5764,59.91,2,16,0,34.5,70.9,0.0575,0.9,1,0,0,0,0,0,0,0,0,0.0,0.5538756334285636,0.1010222222222222,6.0419849999999995,1.1528,1.5454,0.64,87.56495621752188,0.9,-2.70445,4,1.1528,27.817200000000003,3,eu-north-1
3,0.5689,422.53,37,0.283,10.66,4,16,0,219.4,82.6,0.0647,0.496,0,0,0,0,0,0,1,0,0,3.0,0.8247225065050141,0.16765000000000002,92.703082,1.132,1.7066999999999999,0.63,105.63247359188159,0.496,-1.42225,9,0.849,21.0493,6,us-west-2
1,0.3245,34.93,230,0.7962,61.21,64,512,0,400.4,34.3,0.061,0.201,0,0,1,0,0,0,0,0,0,5.0,0.1837418348696153,0.33775,13.985972,50.9568,0.3245,0.0,0.5457812414721681,0.201,-1.46025,1,0.7962,74.635,3,eu-north-1
2,0.6583,176.59,8,0.1123,17.06,32,128,0,94.4,52.5,0.0429,0.776,0,0,0,1,0,0,0,0,0,1.0,0.9102388123593009,0.15186666666666668,16.670096,3.5936,1.3166,0.92,5.518437327548834,0.776,-2.30405,4,0.2246,5.2664,3,eu-north-1
3,0.734,55.58,6,0.806,55.78,16,32,0,455.0,35.9,0.063,0.209,0,1,0,0,0,0,0,0,0,5.0,1.5416942348351406,0.10344444444444445,25.288899999999998,12.896,2.202,0.94,3.4737497828906383,0.209,-1.835,9,2.418,4.404,0,ap-south-1
5,0.6933,100.17,23,0.287,75.73,2,4,0,99.4,54.8,0.0478,0.774,0,0,0,1,0,0,0,0,0,1.0,1.5732894071725567,0.08519444444444443,9.956898,0.574,3.4665,0.77,50.08497495751252,0.774,-0.34665,25,1.4349999999999998,15.9459,4,sa-east-1
4,0.5727,257.49,7,0.6761,7.51,32,128,0,375.2,15.9,0.0385,0.385,0,0,0,0,0,0,0,1,0,4.0,1.9235924627995156,0.14243333333333333,96.61024800000001,21.6352,2.2908,0.9299999999999999,8.04656224854493,0.385,-0.85905,16,2.7044,4.0089,2,eu-central-1
10,0.5215,10.67,1,0.4169,2.77,2,16,0,513.3,45.3,0.0291,0.191,0,0,0,0,1,0,0,0,0,6.0,14.426929595229852,0.0,5.476910999999999,0.8338,5.215,0.99,5.334997332501334,0.191,2.3467499999999997,100,4.169,0.5215,5,us-east-1
4,0.92,81.9,5,0.2136,37.04,16,64,0,500.9,35.4,0.054,0.195,0,0,0,1,0,0,0,0,0,5.0,2.232441260255799,0.026666666666666655,41.02371,3.4176,3.68,0.95,5.118749680078145,0.195,-1.3800000000000001,16,0.8544,4.6000000000000005,4,sa-east-1
7,0.2899,8.22,1,0.3852,58.19,32,256,0,325.1,24.7,0.0421,0.401,0,0,0,0,0,1,0,0,0,4.0,10.098850716660897,0.11835000000000001,2.6723220000000008,12.3264,2.0293,0.99,0.25687499197265656,0.401,0.43484999999999996,49,2.6963999999999997,0.2899,6,us-west-2
5,0.2422,70.0,4,0.3047,81.34,64,512,0,124.8,33.9,0.053,0.689,0,0,0,1,0,0,0,0,0,1.0,3.106672742513754,0.21050000000000002,8.736,19.5008,1.211,0.96,1.0937499829101565,0.689,-0.1211,25,1.5235,0.9688,4,sa-east-1
4,0.2522,78.24,7,0.1393,80.56,2,4,0,35.2,101.3,0.0588,0.838,0,0,0,0,0,0,0,1,0,0.0,1.9235924627995156,0.2492666666666667,2.754048,0.2786,1.0088,0.9299999999999999,39.119980440009776,0.838,-0.37829999999999997,16,0.5572,1.7653999999999999,4,sa-east-1
4,0.3832,825.18,95,0.3125,1.94,4,32,0,452.4,15.4,0.042,0.409,0,0,0,0,0,0,1,0,0,4.0,0.8763571392559585,0.2056,373.31143199999997,1.25,1.5328,0.050000000000000044,206.29494842626286,0.409,-0.5748,16,1.25,36.403999999999996,6,us-west-2
4,0.5982,183.12,3,0.3508,38.95,2,16,0,173.6,82.5,0.0725,0.702,0,0,0,0,0,0,0,1,0,2.0,2.8853880004104475,0.13393333333333335,31.789632,0.7016,2.3928,0.97,91.55995422002289,0.702,-0.8973,16,1.4032,1.7946,5,us-east-1
8,0.1418,12.48,2,0.3701,14.56,64,256,0,128.4,40.6,0.0458,0.77,0,0,0,0,1,0,0,0,0,1.0,7.281907184737135,0.09535555555555555,1.602432,23.6864,1.1344,0.98,0.19499999695312506,0.77,0.35450000000000004,64,2.9608,0.2836,5,us-east-1
2,0.8016,786.88,199,0.618,48.99,4,32,0,204.1,75.1,0.0561,0.489,0,0,0,0,0,0,1,0,0,3.0,0.3774782603905777,0.08817777777777779,160.602208,2.472,1.6032,0.0,196.7199508200123,0.489,-2.8056,4,1.236,159.51839999999999,3,eu-north-1
5,0.3657,18.75,9,0.4159,87.09,2,4,0,103.3,60.2,0.0445,0.649,0,1,0,0,0,0,0,0,0,1.0,2.171471466458183,0.17619444444444443,1.936875,0.8318,1.8285,0.91,9.374995312502342,0.649,-0.18285,25,2.0795,3.2913,5,us-east-1
4,0.4701,259.67,9,0.2039,71.19,32,64,1,232.5,50.6,0.0553,0.542,0,0,0,0,0,0,0,1,0,3.0,1.7371771731665466,0.3532666666666667,60.373275,6.5248,1.8804,0.91,8.114687246416025,1.084,-0.70515,16,0.8156,4.2309,3,eu-north-1
7,0.2817,51.21,2,0.2107,35.79,4,32,0,250.8,79.2,0.0473,0.534,0,1,0,0,0,0,0,0,0,3.0,6.371668786644993,0.11971666666666664,12.843468000000001,0.8428,1.9719,0.98,12.8024967993758,0.534,0.42255,49,1.4748999999999999,0.5634,5,us-east-1
5,0.4921,456.28,18,0.3372,10.44,16,128,0,360.7,30.2,0.0563,0.231,1,0,0,0,0,0,0,0,0,5.0,1.6981157827559048,0.14108333333333334,164.580196,5.3952,2.4604999999999997,0.8200000000000001,28.517498217656357,0.231,-0.24605,25,1.686,8.8578,2,eu-central-1
1,0.0346,578.16,145,0.4101,16.71,64,256,0,417.5,18.3,0.0435,0.353,0,0,0,0,0,0,1,0,0,4.0,0.2006578518830519,0.4827000000000001,241.3818,26.2464,0.0346,0.0,9.033749858847658,0.353,-0.1557,1,0.4101,5.0169999999999995,3,eu-north-1
5,0.2694,101.65,3,0.4643,5.47,4,16,0,159.8,111.8,0.0553,0.618,0,0,0,1,0,0,0,0,0,2.0,3.6067350005130594,0.20294444444444446,16.24367,1.8572,1.347,0.97,25.412493646876587,0.618,-0.1347,25,2.3215,0.8081999999999999,5,us-east-1
1,0.6585,740.67,181,0.6798,8.75,2,16,0,383.9,21.4,0.0368,0.387,0,0,0,0,0,0,1,0,0,4.0,0.19215959316957154,0.17075,284.343213,1.3596,0.6585,0.0,370.33481483259254,0.387,-2.96325,1,0.6798,119.18849999999999,3,eu-north-1
2,0.4967,207.93,43,0.7972,36.71,16,64,0,47.8,96.0,0.0512,0.892,1,0,0,0,0,0,0,0,0,0.0,0.5285146002090126,0.22368888888888894,9.939054,12.7552,0.9934,0.5700000000000001,12.995624187773489,0.892,-1.7384499999999998,4,1.5944,21.3581,3,eu-north-1
1,0.6698,212.63,84,0.0742,65.39,8,32,0,163.9,73.6,0.0594,0.625,0,0,0,0,0,0,1,0,0,2.0,0.2250907661159141,0.16510000000000002,34.850057,0.5936,0.6698,0.16000000000000003,26.578746677656667,0.625,-3.0141,1,0.0742,56.2632,3,eu-north-1
9,0.4938,12.55,1,0.208,163.42,2,4,0,517.2,50.5,0.0392,0.191,0,0,0,0,1,0,0,0,0,6.0,12.984236635706866,0.028122222222222222,6.4908600000000005,0.416,4.4442,0.99,6.274996862501569,0.191,1.7283,81,1.8719999999999999,0.4938,5,us-east-1
8,0.1545,7.2,2,0.2189,1.47,32,256,0,259.2,86.0,0.054,0.508,0,0,0,0,1,0,0,0,0,3.0,7.281907184737135,0.09394444444444444,1.86624,7.0048,1.236,0.98,0.22499999296875026,0.508,0.38625,64,1.7512,0.309,5,us-east-1
7,0.7738,33.75,2,0.4883,17.53,32,256,0,131.6,73.3,0.0718,0.665,0,1,0,0,0,0,0,0,0,2.0,6.371668786644993,0.03769999999999999,4.4415,15.6256,5.416600000000001,0.98,1.0546874670410167,0.665,1.1607,49,3.4181,1.5476,1,ap-southeast-1
10,0.5777,4.21,2,0.2359,21.4,8,64,1,35.5,106.2,0.0587,1.0,0,0,0,0,1,0,0,0,0,0.0,9.102383980921418,0.0,0.149455,1.8872,5.777,0.98,0.5262499342187583,2.0,2.59965,100,2.359,1.1554,1,ap-southeast-1
9,0.3811,9.24,2,0.7306,21.03,8,64,1,185.4,51.3,0.055,0.493,0,0,0,0,1,0,0,0,0,3.0,8.192145582829276,0.06876666666666667,1.713096,5.8448,3.4299,0.98,1.1549998556250183,0.986,1.33385,81,6.5754,0.7622,5,us-east-1
7,0.2135,6.05,2,0.2959,59.35,2,8,1,162.8,70.3,0.0586,0.612,0,0,0,0,0,1,0,0,0,2.0,6.371668786644993,0.26216666666666666,0.98494,0.5918,1.4945,0.98,3.024998487500756,1.224,0.32025,49,2.0713,0.427,5,us-east-1
4,0.5244,40.37,7,0.6255,18.82,32,256,0,211.6,83.5,0.0487,0.514,0,1,0,0,0,0,0,0,0,3.0,1.9235924627995156,0.15853333333333333,8.542292,20.016,2.0976,0.9299999999999999,1.261562460576173,0.514,-0.7866,16,2.502,3.6708,4,sa-east-1
4,0.5469,53.27,191,0.285,42.66,4,32,0,136.1,112.2,0.0652,0.685,0,0,1,0,0,0,0,0,0,2.0,0.7608184042278714,0.1510333333333333,7.250047,1.14,2.1876,0.0,13.317496670625832,0.685,-0.8203500000000001,16,1.14,104.45790000000001,6,us-west-2
