job_id,job_type,importance_level,latency_sensitivity,energy_required_kwh,deadline_hours,cost_sensitivity,data_size_gb,num_vcpus,memory_gb,carbon_budget_strict,current_region,current_carbon_intensity,current_latency_ms,current_spot_cost,current_renewable_share,recommended_region
5750,real_time_inference,7,0.4251,14.14,1,0.4976,10.97,32,256,1,ap-southeast-1,464.6,23.1,0.0651,0.22,us-east-1
5751,fraud_detection,10,0.4861,13.22,1,0.1533,6.12,8,16,0,us-west-2,95.2,56.3,0.0532,0.755,us-east-1
5752,fraud_detection,10,0.4356,4.97,1,0.4394,72.08,16,64,0,eu-north-1,43.6,83.6,0.0464,0.985,us-east-1
5753,fraud_detection,10,0.6298,13.86,2,0.0283,63.74,2,4,0,eu-north-1,35.5,75.6,0.0488,1.0,ap-southeast-1
5754,data_archival,4,0.4708,19.79,134,0.31,41.35,4,16,0,ap-southeast-1,487.7,33.2,0.0579,0.198,us-west-2
5755,scientific_compute,2,0.6893,761.61,93,0.4186,63.75,64,512,1,ap-south-1,589.2,44.4,0.0381,0.181,eu-north-1
5756,etl_pipeline,5,0.05,197.76,9,0.4617,33.29,8,64,1,eu-north-1,33.0,78.7,0.0603,1.0,eu-north-1
5757,real_time_inference,10,0.6231,12.96,3,0.1759,50.01,16,64,1,ap-southeast-1,450.3,25.2,0.0573,0.234,ap-southeast-1
5758,data_archival,3,0.5797,68.08,106,0.4951,40.95,4,16,0,ap-southeast-1,475.4,32.4,0.0504,0.227,us-west-2
5759,real_time_inference,8,0.7509,9.17,3,0.3591,16.68,4,32,1,sa-east-1,154.0,100.6,0.0647,0.621,ap-southeast-1
5760,web_serving,7,0.6683,7.15,2,0.5331,38.33,64,512,0,ap-southeast-1,411.7,36.7,0.0647,0.234,ap-southeast-1
5761,data_archival,1,0.3072,87.29,131,0.077,8.56,64,128,1,ap-south-1,585.3,70.4,0.0325,0.179,eu-north-1
5762,data_archival,4,0.4702,93.13,164,0.8033,18.94,8,64,0,us-west-2,111.1,47.9,0.0528,0.729,us-west-2
5763,scientific_compute,1,0.436,305.68,25,0.13,102.73,2,4,0,ap-south-1,583.0,57.4,0.0305,0.161,eu-north-1
5764,scientific_compute,5,0.5111,548.55,135,0.3467,1.72,2,8,1,sa-east-1,160.7,92.3,0.0599,0.66,eu-north-1
5765,etl_pipeline,6,0.6739,132.26,9,0.0843,19.88,16,32,1,sa-east-1,174.4,72.3,0.0652,0.649,ap-southeast-1
5766,fraud_detection,9,0.3772,4.84,1,0.2255,19.64,2,16,0,ap-southeast-1,512.2,40.4,0.0497,0.207,us-east-1
5767,batch_ml_training,5,0.3456,106.5,18,0.751,71.03,32,64,1,ap-southeast-1,430.2,27.6,0.0661,0.203,eu-north-1
5768,web_serving,6,0.3258,9.27,2,0.1246,20.26,16,64,0,sa-east-1,177.8,79.6,0.071,0.613,us-east-1
5769,fraud_detection,9,0.4126,3.88,2,0.0424,58.26,4,16,0,ap-south-1,451.5,41.8,0.03,0.19,us-east-1
5770,real_time_inference,7,0.5943,24.3,1,0.2368,69.47,8,64,0,us-east-1,415.3,26.9,0.0375,0.399,ap-southeast-1
5771,data_archival,1,0.2298,40.07,159,0.2965,5.76,32,256,0,eu-north-1,33.3,104.2,0.06,0.962,eu-north-1
5772,scientific_compute,2,0.4834,831.53,171,0.6337,10.61,4,32,0,eu-central-1,216.0,66.8,0.0472,0.543,eu-north-1
5773,web_serving,6,0.573,13.23,2,0.2003,61.78,16,64,0,ap-south-1,419.4,45.0,0.0377,0.187,us-east-1
5774,real_time_inference,10,0.4107,24.67,3,0.2489,56.42,2,4,0,us-west-2,103.0,49.5,0.0465,0.681,us-east-1
5775,fraud_detection,9,0.5175,8.72,1,0.1723,60.51,2,8,0,ap-south-1,522.7,62.8,0.0378,0.172,us-east-1
5776,etl_pipeline,4,0.6372,129.02,18,0.1139,42.26,64,128,1,eu-north-1,46.6,63.2,0.0593,1.0,eu-north-1
5777,etl_pipeline,3,0.6423,52.09,18,0.1132,44.16,64,128,1,eu-central-1,197.0,85.3,0.0631,0.52,eu-north-1
5778,real_time_inference,8,0.6805,29.65,1,0.3245,64.69,2,16,1,sa-east-1,174.0,84.6,0.0594,0.669,us-east-1
5779,ci_cd_build,3,0.1816,56.22,2,0.1836,32.07,4,32,0,ap-south-1,512.8,50.2,0.0356,0.188,us-east-1
5780,scientific_compute,4,0.1891,357.15,107,0.5064,36.92,64,512,1,us-east-1,402.9,20.6,0.0363,0.389,eu-north-1
5781,etl_pipeline,5,0.011,143.56,22,0.1998,3.92,4,32,1,us-west-2,97.6,47.3,0.0519,0.728,eu-north-1
5782,scientific_compute,2,0.3598,179.74,136,0.4073,7.42,8,16,1,eu-north-1,34.3,103.4,0.0444,0.86,eu-north-1
5783,fraud_detection,8,0.4366,3.71,2,0.2594,27.5,2,8,0,us-west-2,106.5,50.5,0.0476,0.668,us-east-1
5784,batch_ml_training,3,0.337,253.4,12,0.7817,4.67,32,256,1,ap-southeast-1,353.9,23.7,0.0596,0.233,eu-north-1
5785,fraud_detection,9,0.2574,11.03,1,0.2305,45.96,64,512,0,ap-southeast-1,426.7,24.2,0.061,0.202,us-east-1
5786,scientific_compute,1,0.3637,177.07,77,0.0576,56.42,64,128,0,ap-southeast-1,401.8,27.8,0.0588,0.218,us-east-1
5787,fraud_detection,10,0.5247,7.91,2,0.0861,57.92,2,16,1,us-east-1,416.9,17.2,0.0408,0.402,us-east-1
5788,scientific_compute,1,0.4701,571.92,103,0.0392,30.11,8,32,0,ap-southeast-1,463.4,25.8,0.0499,0.207,eu-north-1
5789,video_transcoding,6,0.4936,128.87,2,0.6468,45.75,4,32,0,us-east-1,438.2,21.9,0.0361,0.35,us-east-1
5790,web_serving,10,0.197,17.18,3,0.437,34.75,8,64,1,eu-central-1,213.0,52.2,0.0559,0.51,us-east-1
5791,real_time_inference,8,0.5817,4.55,1,0.672,49.41,4,16,0,ap-southeast-1,412.4,23.5,0.0503,0.211,ap-southeast-1
5792,video_transcoding,6,0.1989,154.56,7,0.1297,51.2,32,256,0,ap-southeast-1,414.9,33.9,0.0558,0.199,sa-east-1
5793,etl_pipeline,2,0.5442,121.16,18,0.4625,8.66,32,64,0,ap-southeast-1,363.1,40.3,0.0664,0.233,eu-north-1
5794,real_time_inference,8,0.2241,16.28,2,0.5472,10.15,4,8,1,ap-southeast-1,473.3,23.6,0.0544,0.231,us-east-1
5795,web_serving,9,0.1661,5.98,2,0.4888,67.28,2,16,0,us-east-1,393.2,18.8,0.0389,0.404,us-east-1
5796,scientific_compute,3,0.6991,532.83,91,0.1108,115.11,64,512,1,sa-east-1,167.2,115.5,0.0595,0.729,eu-north-1
5797,real_time_inference,7,0.6914,28.52,1,0.3437,14.39,32,256,1,eu-north-1,43.6,61.9,0.0592,0.996,ap-southeast-1
5798,etl_pipeline,2,0.5787,76.67,11,0.3585,90.46,64,256,0,eu-central-1,191.9,78.9,0.0569,0.487,us-west-2
5799,batch_ml_training,4,0.3105,440.02,66,0.42,2.2,2,4,1,ap-southeast-1,507.6,28.5,0.0674,0.208,eu-north-1
5800,scientific_compute,4,0.2134,559.46,34,0.468,7.04,32,64,0,us-east-1,423.6,23.3,0.0393,0.389,us-west-2
5801,fraud_detection,10,0.2081,3.21,1,0.2472,0.17,64,512,1,sa-east-1,132.3,76.8,0.0702,0.707,us-east-1
5802,fraud_detection,8,0.2603,10.23,2,0.3925,26.21,32,128,0,ap-southeast-1,469.7,28.6,0.051,0.229,us-east-1
5803,web_serving,10,0.351,2.85,2,0.2873,8.41,64,128,0,us-east-1,453.8,26.2,0.044,0.395,us-east-1
5804,fraud_detection,8,0.4227,14.61,1,0.5076,85.89,16,128,1,us-east-1,406.8,20.8,0.0343,0.37,us-east-1
5805,ci_cd_build,8,0.2096,40.38,2,0.5543,33.71,4,16,0,sa-east-1,155.3,102.0,0.0713,0.612,us-east-1
5806,video_transcoding,5,0.2606,157.6,6,0.4344,18.36,8,16,0,sa-east-1,183.0,99.1,0.0535,0.602,sa-east-1
5807,video_transcoding,2,0.2504,277.24,11,0.2363,29.32,32,128,0,eu-central-1,262.4,76.3,0.0498,0.535,eu-north-1
5808,web_serving,9,0.4891,9.19,2,0.2599,28.47,32,256,0,ap-south-1,518.9,66.0,0.038,0.173,us-east-1
5809,fraud_detection,8,0.0277,7.84,2,0.1165,19.56,2,16,0,ap-southeast-1,384.3,32.0,0.0527,0.225,us-east-1
5810,batch_ml_training,3,0.4086,590.76,39,0.6122,103.9,8,16,0,eu-north-1,37.8,80.1,0.0592,0.85,us-west-2
5811,scientific_compute,3,0.6262,276.72,88,0.1583,23.8,32,256,0,eu-north-1,33.4,86.4,0.05,1.0,us-west-2
5812,ci_cd_build,7,0.4862,49.84,2,0.3082,19.97,32,128,0,us-east-1,330.7,17.2,0.042,0.398,us-east-1
5813,data_archival,1,0.7783,60.62,90,0.9137,1.52,4,32,0,ap-south-1,505.4,43.1,0.0332,0.161,eu-north-1
5814,fraud_detection,8,0.6711,7.5,1,0.1325,0.18,4,8,0,ap-southeast-1,401.7,36.6,0.0608,0.233,ap-southeast-1
5815,web_serving,8,0.745,10.83,1,0.6304,43.49,64,128,0,ap-south-1,506.1,46.3,0.0301,0.194,us-east-1
5816,fraud_detection,8,0.1491,13.54,1,0.2492,80.05,2,16,0,ap-southeast-1,396.0,28.3,0.0538,0.216,us-east-1
5817,batch_ml_training,3,0.2463,583.91,36,0.3794,81.99,64,256,0,sa-east-1,167.2,107.0,0.0689,0.663,us-west-2
5818,ci_cd_build,6,0.2204,57.43,5,0.812,60.31,4,32,0,us-east-1,432.6,23.5,0.0368,0.409,ap-south-1
5819,video_transcoding,6,0.3426,276.04,13,0.2953,17.31,8,64,1,sa-east-1,157.4,84.1,0.0546,0.71,eu-north-1
5820,web_serving,8,0.3965,3.95,2,0.6303,50.78,8,16,0,eu-central-1,199.5,49.7,0.0601,0.571,us-east-1
5821,ci_cd_build,7,0.1928,54.12,7,0.1173,76.59,16,64,0,ap-southeast-1,363.7,25.2,0.0668,0.196,sa-east-1
5822,scientific_compute,5,0.4803,246.3,98,0.7186,24.89,16,128,0,eu-north-1,44.9,61.2,0.0521,0.873,ap-south-1
5823,real_time_inference,10,0.7876,15.57,3,0.6788,67.07,2,4,0,eu-central-1,186.0,70.3,0.0484,0.491,ap-southeast-1
5824,real_time_inference,9,0.646,21.51,1,0.083,36.5,4,32,0,eu-north-1,38.3,63.6,0.0468,0.929,eu-central-1
5825,web_serving,5,0.4028,2.77,2,0.3002,10.17,16,32,0,sa-east-1,141.0,99.8,0.0581,0.672,us-east-1
5826,video_transcoding,5,0.1924,163.98,7,0.2471,112.93,4,8,0,ap-south-1,480.1,43.5,0.0398,0.163,sa-east-1
5827,batch_ml_training,2,0.2578,508.56,21,0.5233,74.54,4,32,0,eu-north-1,41.7,89.8,0.0555,0.836,eu-north-1
5828,web_serving,8,0.2526,10.22,1,0.57,27.08,32,128,0,sa-east-1,146.6,82.6,0.0669,0.715,us-east-1
5829,scientific_compute,5,0.4713,188.35,135,0.1673,150.09,32,256,0,eu-central-1,256.5,58.9,0.0495,0.591,sa-east-1
5830,fraud_detection,9,0.5997,13.35,2,0.4076,18.81,16,64,0,sa-east-1,132.9,88.9,0.0613,0.624,ap-southeast-1
5831,web_serving,7,0.2884,15.61,1,0.5332,57.81,32,64,0,ap-southeast-1,442.3,26.9,0.0576,0.22,us-east-1
5832,video_transcoding,3,0.3261,228.49,4,0.2343,80.93,16,32,1,us-west-2,107.9,54.4,0.046,0.76,eu-north-1
5833,video_transcoding,3,0.1747,200.34,17,0.5662,77.03,4,8,0,eu-central-1,201.1,57.9,0.0609,0.496,eu-central-1
5834,etl_pipeline,5,0.7587,52.19,5,0.1941,41.16,16,32,0,ap-southeast-1,478.0,34.0,0.0547,0.205,sa-east-1
5835,batch_ml_training,2,0.2143,372.56,67,0.0389,83.38,8,32,0,us-west-2,105.6,53.2,0.0447,0.696,eu-north-1
5836,fraud_detection,9,0.2521,10.01,2,0.3061,60.49,2,8,0,sa-east-1,141.3,85.2,0.0616,0.605,us-east-1
5837,scientific_compute,1,0.5584,409.63,156,0.1269,0.76,16,32,0,eu-north-1,41.1,74.9,0.0607,0.904,eu-north-1
5838,batch_ml_training,5,0.4235,578.51,87,0.3926,88.82,64,256,0,eu-north-1,46.8,103.3,0.0451,0.951,eu-central-1
5839,video_transcoding,6,0.4391,225.45,8,0.3946,31.84,2,8,0,eu-north-1,38.9,83.2,0.0591,0.856,eu-central-1
5840,ci_cd_build,7,0.5174,58.56,2,0.5514,138.09,16,128,1,ap-south-1,552.2,46.5,0.0324,0.17,eu-north-1
5841,video_transcoding,6,0.6556,138.89,20,0.571,16.56,64,256,0,us-west-2,100.5,54.9,0.0459,0.76,ap-southeast-1
5842,fraud_detection,8,0.7542,7.76,2,0.2125,8.47,16,32,1,sa-east-1,180.0,90.7,0.0638,0.638,ap-southeast-1
5843,web_serving,6,0.6768,5.59,2,0.4196,35.11,16,128,1,us-east-1,419.7,22.6,0.0412,0.359,ap-southeast-1
5844,ci_cd_build,4,0.7088,35.81,6,0.0316,14.89,32,256,1,eu-north-1,45.6,104.6,0.0613,0.946,eu-north-1
5845,scientific_compute,2,0.6061,205.4,34,0.6155,2.34,64,128,0,sa-east-1,148.3,117.1,0.0718,0.604,eu-north-1
5846,etl_pipeline,2,0.336,150.4,14,0.4536,84.26,2,4,0,eu-north-1,41.0,82.7,0.0516,0.914,eu-north-1
5847,batch_ml_training,1,0.9194,127.77,57,0.3772,27.59,2,16,0,us-east-1,413.2,16.7,0.047,0.361,eu-north-1
5848,data_archival,1,0.4701,22.19,147,0.6244,13.24,8,64,0,us-east-1,427.4,15.4,0.0461,0.358,eu-north-1
5849,video_transcoding,6,0.3255,287.3,14,0.3361,27.2,32,64,0,sa-east-1,135.7,83.9,0.053,0.732,eu-central-1
5850,ci_cd_build,5,0.5795,46.63,2,0.1548,8.63,4,8,0,ap-south-1,490.6,42.6,0.0378,0.189,us-east-1
5851,data_archival,1,0.6673,70.88,244,0.6772,37.64,8,64,0,eu-central-1,199.9,53.7,0.0626,0.553,eu-north-1
5852,video_transcoding,6,0.2338,150.1,19,0.1957,74.85,2,4,0,eu-north-1,43.6,63.4,0.06,0.977,sa-east-1
5853,etl_pipeline,5,0.4518,81.82,3,0.3004,74.14,32,128,0,eu-north-1,35.5,66.8,0.0488,0.926,us-east-1
5854,fraud_detection,8,0.3013,3.13,1,0.0961,36.68,8,32,0,ap-south-1,562.6,72.6,0.036,0.163,us-east-1
5855,etl_pipeline,6,0.7044,112.44,17,0.3839,12.21,32,256,0,ap-southeast-1,497.0,25.2,0.0594,0.199,ap-southeast-1
5856,video_transcoding,6,0.5026,266.54,3,0.5926,60.46,2,8,1,eu-north-1,42.4,78.7,0.0548,0.977,eu-north-1
5857,data_archival,3,0.1746,43.48,252,0.2627,38.45,64,128,0,eu-north-1,47.4,102.3,0.0606,0.853,us-west-2
5858,data_archival,2,0.1372,96.77,118,0.2643,14.76,8,32,1,ap-south-1,542.9,47.6,0.0389,0.167,eu-north-1
5859,web_serving,6,0.3239,16.7,1,0.2302,52.74,16,32,0,sa-east-1,180.2,82.7,0.0689,0.637,us-east-1
5860,ci_cd_build,5,0.5562,34.88,4,0.6191,53.11,16,128,0,us-east-1,411.5,25.7,0.0386,0.37,sa-east-1
5861,data_archival,4,0.363,88.05,125,0.402,0.76,32,256,0,eu-north-1,37.3,95.5,0.0577,0.953,us-west-2
5862,fraud_detection,9,0.7132,4.24,2,0.6436,72.34,2,16,0,sa-east-1,136.0,96.7,0.0577,0.696,ap-southeast-1
5863,video_transcoding,3,0.7751,188.06,15,0.3128,15.4,64,256,1,eu-central-1,199.4,79.6,0.05,0.485,eu-north-1
5864,scientific_compute,1,0.3172,361.49,121,0.7395,12.76,32,256,0,eu-central-1,187.1,59.0,0.0572,0.569,eu-north-1
5865,web_serving,8,0.4323,15.79,3,0.4795,19.44,4,16,0,ap-southeast-1,431.0,40.1,0.0623,0.234,us-east-1
5866,etl_pipeline,6,0.3229,114.14,7,0.3665,11.09,2,8,1,sa-east-1,183.1,79.3,0.0617,0.63,eu-north-1
5867,ci_cd_build,5,0.8268,37.5,8,0.2042,12.36,2,8,0,eu-north-1,45.6,76.7,0.0551,0.878,sa-east-1
5868,scientific_compute,3,0.2646,860.75,107,0.352,22.47,8,64,0,ap-southeast-1,461.1,29.4,0.0555,0.196,us-west-2
5869,etl_pipeline,5,0.0569,60.79,23,0.6682,25.43,64,256,1,us-east-1,380.8,23.5,0.0472,0.404,eu-north-1
5870,real_time_inference,8,0.8135,9.86,3,0.1577,16.41,8,16,1,ap-south-1,450.5,41.7,0.0302,0.171,ap-southeast-1
5871,ci_cd_build,4,0.7439,14.17,4,0.5475,18.77,8,64,0,eu-north-1,43.1,66.8,0.0493,0.917,sa-east-1
5872,batch_ml_training,4,0.6663,462.25,46,0.3713,5.14,32,128,0,eu-north-1,36.9,90.2,0.056,0.968,us-west-2
5873,ci_cd_build,7,0.5027,42.51,8,0.6309,62.77,4,32,0,us-west-2,122.5,43.7,0.0524,0.659,sa-east-1
5874,scientific_compute,3,0.6011,429.9,156,0.2872,44.52,2,16,0,ap-southeast-1,370.1,25.2,0.0656,0.203,us-west-2
5875,scientific_compute,4,0.4659,437.71,79,0.6195,51.55,16,64,0,eu-central-1,194.5,73.8,0.0522,0.591,us-west-2
5876,scientific_compute,5,0.3069,681.87,77,0.2023,14.82,16,32,0,eu-central-1,202.5,55.2,0.0577,0.542,eu-central-1
5877,fraud_detection,10,0.4646,6.19,2,0.2219,38.57,8,32,0,sa-east-1,138.8,80.2,0.0642,0.722,us-east-1
5878,fraud_detection,9,0.3395,11.59,1,0.5059,9.08,4,32,1,ap-southeast-1,463.4,37.7,0.0559,0.222,us-east-1
5879,real_time_inference,8,0.4324,20.14,3,0.4195,6.77,64,256,1,us-west-2,100.1,37.0,0.0562,0.691,us-east-1
5880,fraud_detection,9,0.5388,9.8,2,0.0466,18.52,32,64,0,ap-south-1,558.4,49.1,0.0374,0.162,us-east-1
5881,web_serving,5,0.6551,17.76,1,0.1933,9.86,2,8,0,eu-central-1,225.2,62.6,0.0532,0.52,us-east-1
5882,data_archival,1,0.1892,50.55,273,0.5783,73.69,32,256,0,us-east-1,450.9,22.2,0.0432,0.395,eu-north-1
5883,data_archival,1,0.5217,51.48,76,0.465,107.81,2,16,0,eu-north-1,43.3,91.5,0.0478,1.0,eu-north-1
5884,real_time_inference,7,0.5143,29.57,1,0.2747,8.95,2,16,0,ap-southeast-1,475.8,26.1,0.0658,0.195,us-east-1
5885,web_serving,9,0.6549,7.34,1,0.3973,52.29,64,512,0,ap-southeast-1,496.2,24.4,0.0593,0.212,us-east-1
5886,fraud_detection,9,0.6766,8.3,2,0.1625,71.27,32,64,0,us-west-2,125.9,46.4,0.0476,0.722,ap-southeast-1
5887,scientific_compute,4,0.3511,693.64,94,0.3525,23.22,32,128,0,eu-central-1,214.5,63.1,0.0539,0.507,us-west-2
5888,web_serving,6,0.2656,17.85,3,0.1679,47.28,8,64,0,ap-south-1,574.8,52.7,0.0336,0.16,us-east-1
5889,ci_cd_build,8,0.5843,10.69,6,0.4397,18.67,32,128,1,ap-southeast-1,403.5,23.7,0.0593,0.215,us-east-1
5890,real_time_inference,8,0.5297,27.52,3,0.2809,5.9,32,64,0,ap-southeast-1,445.8,23.0,0.0511,0.214,us-east-1
5891,video_transcoding,3,0.4441,125.23,16,0.3984,85.12,32,256,0,eu-north-1,38.2,71.4,0.0497,0.86,sa-east-1
5892,data_archival,2,0.3277,72.89,141,0.5949,45.55,32,128,0,us-east-1,333.1,16.3,0.0369,0.381,eu-north-1
5893,fraud_detection,9,0.7261,2.09,2,0.3573,40.72,2,4,0,eu-north-1,36.0,101.5,0.0476,0.957,ap-southeast-1
5894,real_time_inference,10,0.4111,13.22,1,0.187,2.39,4,8,0,ap-southeast-1,460.6,23.0,0.0623,0.213,us-east-1
5895,batch_ml_training,4,0.5627,127.04,96,0.4858,29.09,32,128,0,ap-southeast-1,370.9,36.6,0.0566,0.234,us-west-2
5896,scientific_compute,4,0.4617,408.76,34,0.2886,5.18,64,512,0,ap-southeast-1,487.5,33.5,0.0577,0.231,us-west-2
5897,fraud_detection,10,0.8893,7.63,1,0.6728,66.57,64,256,0,us-west-2,117.5,35.8,0.0489,0.702,ap-southeast-1
5898,scientific_compute,4,0.1974,288.13,187,0.0987,107.86,32,256,0,us-west-2,115.7,59.7,0.0497,0.679,us-west-2
5899,scientific_compute,1,0.419,817.39,42,0.168,2.63,4,16,0,sa-east-1,175.4,73.2,0.0569,0.731,eu-north-1
5900,batch_ml_training,5,0.1283,304.06,47,0.2495,13.52,16,32,0,ap-southeast-1,407.4,30.5,0.0614,0.203,eu-central-1
5901,etl_pipeline,5,0.1428,63.56,3,0.1148,12.29,16,64,1,sa-east-1,165.7,100.1,0.0609,0.702,eu-north-1
5902,etl_pipeline,3,0.4817,134.11,8,0.3028,43.3,2,4,0,us-east-1,444.7,17.4,0.0437,0.338,sa-east-1
5903,real_time_inference,10,0.4863,23.71,3,0.1884,64.7,32,128,0,ap-southeast-1,353.8,37.5,0.0517,0.233,us-east-1
5904,real_time_inference,10,0.3018,11.78,1,0.2408,111.69,16,64,1,us-west-2,112.7,56.6,0.0517,0.755,us-east-1
5905,video_transcoding,6,0.4427,156.09,5,0.3552,112.79,32,256,0,sa-east-1,150.6,74.0,0.0541,0.634,sa-east-1
5906,ci_cd_build,4,0.4578,31.14,4,0.3246,69.89,16,64,0,sa-east-1,148.5,95.5,0.0618,0.654,us-west-2
5907,etl_pipeline,3,0.331,86.44,23,0.4542,29.78,8,32,0,us-west-2,91.4,51.9,0.054,0.665,sa-east-1
5908,ci_cd_build,6,0.1727,46.7,3,0.2875,38.54,4,8,0,eu-central-1,216.9,50.5,0.0628,0.565,us-east-1
5909,web_serving,9,0.7061,2.96,3,0.5422,48.97,2,16,0,sa-east-1,133.5,83.1,0.0606,0.724,us-east-1
5910,batch_ml_training,2,0.4359,388.91,68,0.1798,66.17,16,64,0,eu-north-1,43.9,90.1,0.0474,0.891,eu-north-1
5911,etl_pipeline,6,0.7384,118.23,11,0.338,61.89,32,128,0,ap-southeast-1,434.6,40.2,0.0676,0.207,ap-southeast-1
5912,ci_cd_build,6,0.6987,55.51,7,0.3577,1.26,64,128,0,us-east-1,370.3,19.4,0.0343,0.409,ap-southeast-1
5913,etl_pipeline,6,0.2866,160.77,10,0.2809,53.45,2,8,0,sa-east-1,189.8,78.5,0.0628,0.687,sa-east-1
5914,web_serving,9,0.1369,14.67,2,0.2183,52.09,8,64,1,us-east-1,335.1,23.5,0.0471,0.364,us-east-1
5915,ci_cd_build,7,0.6801,57.16,1,0.4444,23.13,64,256,0,eu-north-1,42.1,72.3,0.0528,0.972,ap-southeast-1
5916,scientific_compute,1,0.2762,740.26,184,0.2328,38.42,2,8,1,eu-central-1,221.5,72.9,0.0569,0.516,eu-north-1
5917,data_archival,3,0.6483,41.04,105,0.3593,3.2,64,128,0,eu-central-1,208.2,53.7,0.0576,0.565,us-west-2
5918,etl_pipeline,3,0.3108,83.59,12,0.3189,12.9,4,32,1,eu-north-1,39.9,102.0,0.0547,0.989,eu-north-1
5919,web_serving,8,0.5768,16.91,1,0.1188,42.74,8,32,0,sa-east-1,181.4,108.1,0.0561,0.691,us-east-1
5920,scientific_compute,4,0.3277,403.96,116,0.2533,15.63,16,64,0,us-east-1,374.9,17.9,0.0429,0.378,us-west-2
5921,data_archival,3,0.4905,19.7,134,0.1437,30.94,2,4,0,eu-north-1,39.3,76.0,0.0585,1.0,us-west-2
5922,ci_cd_build,3,0.5394,26.44,4,0.2741,28.83,2,16,1,ap-south-1,590.9,54.8,0.033,0.173,eu-north-1
5923,video_transcoding,4,0.8358,105.94,18,0.367,23.28,16,64,1,eu-north-1,36.9,85.5,0.0597,0.99,eu-north-1
5924,video_transcoding,4,0.2797,67.11,11,0.2632,19.17,16,32,1,ap-south-1,475.1,51.4,0.0317,0.19,eu-north-1
5925,etl_pipeline,2,0.0831,57.65,24,0.3389,24.44,32,64,0,eu-north-1,41.6,73.6,0.0516,0.939,eu-north-1
5926,fraud_detection,8,0.6664,11.73,1,0.5165,56.92,2,16,0,us-east-1,413.5,15.5,0.0397,0.393,ap-southeast-1
5927,fraud_detection,8,0.2653,14.18,2,0.52,46.42,64,128,0,ap-south-1,441.1,57.6,0.031,0.175,us-east-1
5928,fraud_detection,8,0.4404,14.87,2,0.4544,20.79,2,8,0,ap-south-1,490.0,52.8,0.0327,0.183,sa-east-1
5929,batch_ml_training,3,0.4614,361.21,52,0.0552,45.5,64,128,0,eu-north-1,43.1,68.6,0.0444,1.0,us-west-2
5930,scientific_compute,4,0.7605,582.97,41,0.4916,90.24,2,4,0,eu-north-1,33.0,79.6,0.0531,0.847,us-west-2
5931,etl_pipeline,5,0.7752,175.52,11,0.1825,19.56,8,32,0,eu-central-1,257.5,84.4,0.0638,0.576,sa-east-1
5932,batch_ml_training,5,0.8601,224.02,25,0.1729,32.46,8,32,0,eu-north-1,46.2,104.2,0.0456,0.886,eu-central-1
5933,video_transcoding,6,0.5552,64.73,8,0.7971,10.69,8,32,0,ap-southeast-1,481.8,23.2,0.057,0.212,ap-south-1
5934,fraud_detection,8,0.5208,7.75,2,0.1248,6.57,16,32,0,ap-southeast-1,512.8,33.6,0.0563,0.227,us-east-1
5935,video_transcoding,3,0.2512,149.5,17,0.1249,66.25,4,16,0,ap-southeast-1,453.7,25.1,0.0559,0.232,eu-north-1
5936,data_archival,1,0.2562,92.05,116,0.0279,42.63,32,256,0,eu-north-1,41.4,79.0,0.0449,1.0,eu-north-1
5937,web_serving,7,0.5623,20.9,1,0.5705,44.46,16,128,0,ap-southeast-1,513.4,37.6,0.0529,0.232,us-east-1
5938,video_transcoding,5,0.0904,157.16,7,0.447,53.78,2,16,0,eu-north-1,44.9,69.9,0.0564,0.887,sa-east-1
5939,ci_cd_build,4,0.5829,46.52,4,0.0706,0.27,16,128,0,ap-southeast-1,409.3,25.5,0.062,0.201,sa-east-1
5940,etl_pipeline,5,0.3194,57.64,7,0.2389,28.8,8,16,0,eu-north-1,35.8,86.0,0.0525,0.877,sa-east-1
5941,fraud_detection,8,0.3314,8.76,2,0.7302,37.96,8,64,1,eu-central-1,187.9,48.9,0.0539,0.567,us-east-1
5942,ci_cd_build,4,0.8064,40.4,1,0.0934,13.98,64,128,0,sa-east-1,133.7,74.3,0.0673,0.654,us-east-1
5943,real_time_inference,10,0.4163,4.93,1,0.4108,96.31,32,64,0,sa-east-1,190.3,78.7,0.0582,0.681,us-east-1
5944,fraud_detection,8,0.1623,7.3,2,0.6624,9.33,8,32,1,eu-north-1,41.1,77.0,0.058,0.891,us-east-1
5945,web_serving,6,0.4275,2.32,2,0.5859,29.08,2,16,1,us-east-1,420.8,17.1,0.0352,0.403,eu-north-1
5946,web_serving,6,0.3098,14.23,3,0.7647,11.74,8,64,0,eu-central-1,192.8,74.7,0.0558,0.561,ap-south-1
5947,scientific_compute,4,0.6159,360.96,168,0.2864,49.79,32,128,0,eu-central-1,220.6,50.2,0.0594,0.579,us-west-2
5948,video_transcoding,2,0.1873,253.37,12,0.2193,57.84,64,128,0,ap-south-1,522.1,48.4,0.0307,0.168,eu-north-1
5949,scientific_compute,2,0.6484,388.16,88,0.2596,78.85,16,128,1,ap-southeast-1,397.9,23.8,0.0592,0.195,eu-north-1
5950,ci_cd_build,8,0.3816,44.36,6,0.3643,52.7,64,256,0,ap-south-1,526.2,43.7,0.0299,0.186,us-east-1
5951,fraud_detection,9,0.5339,10.49,2,0.6434,47.13,8,16,0,sa-east-1,149.4,76.3,0.0728,0.656,us-east-1
